Year,Month,Measurement Index,0,10,100,1100,150,20,200,300,400,5,50,500,700,900
2013,5,7,-0.863101,-0.017884,-1.21323,-2.21123,-2.35321,-0.269753,-3.04021,-3.33917,-3.03109,-0.040361,-0.290425,-2.53627,-2.0951,-1.99962
2013,5,8,-5.80666,-0.055411,-1.16586,-2.21609,-2.23887,-0.279039,-2.92122,-3.27481,-3.02189,-0.106292,-1.63284,-2.54124,-2.10096,-2.00059
2013,5,9,-7.55285,-0.064872,-1.13368,-2.21597,-2.14741,-0.306236,-2.81403,-3.20756,-3.00323,-0.347758,-2.31363,-2.55129,-2.11422,-2.00588
2013,5,10,-4.15477,-0.110528,-1.23394,-2.21679,-2.06685,-0.413436,-2.71948,-3.14466,-2.99356,-0.498606,-1.85529,-2.55668,-2.12413,-2.01108
2013,5,11,-2.54562,-0.32449,-1.38408,-2.21889,-2.03822,-0.574258,-2.64323,-3.08764,-2.97436,-0.207504,-1.49747,-2.56118,-2.13747,-2.01742
2013,5,12,-0.943651,-0.386955,-1.40678,-2.22212,-2.03403,-0.616254,-2.57959,-3.03228,-2.95409,-0.186172,-0.666045,-2.57116,-2.13978,-2.02974
2013,5,13,-1.16645,-0.392846,-1.34753,-2.22853,-2.01108,-0.611263,-2.52935,-2.98147,-2.93913,-0.185521,-0.596158,-2.56938,-2.15676,-2.03032
2013,5,14,-1.92303,-0.363386,-1.3055,-2.22773,-1.97042,-0.582052,-2.48619,-2.92867,-2.91704,-0.161235,-0.914789,-2.57305,-2.16176,-2.03337
2013,5,15,-1.35726,-0.34515,-1.28531,-2.23081,-1.92849,-0.561438,-2.43837,-2.87961,-2.8939,-0.117365,-0.8927,-2.56999,-2.1751,-2.04439
2013,5,16,1.53174,-0.271857,-1.26528,-2.23334,-1.8885,-0.52506,-2.38978,-2.83624,-2.87308,0.469619,-0.058885,-2.56901,-2.18283,-2.05218
2013,5,17,5.99938,0.030771,-1.18161,-2.23584,-1.85621,-0.376308,-2.34617,-2.7922,-2.8557,1.25663,1.62944,-2.56991,-2.19062,-2.05644
2013,5,18,9.09322,0.632422,-1.07764,-2.23541,-1.8076,-0.276267,-2.29946,-2.75662,-2.83542,2.1977,3.21916,-2.56852,-2.20186,-2.06095
2013,5,19,3.19799,0.379184,-0.989548,-2.23305,-1.75719,-0.20312,-2.25622,-2.71303,-2.81133,0.973632,1.40955,-2.56751,-2.20734,-2.06901
2013,5,20,2.54501,0.512455,-0.912912,-2.24068,-1.69725,-0.165961,-2.2122,-2.6773,-2.79083,1.14666,1.31545,-2.56158,-2.21739,-2.07311
2013,5,21,4.63245,1.26894,-0.852187,-2.24667,-1.64002,-0.117052,-2.16085,-2.64405,-2.77309,2.59197,2.55275,-2.55625,-2.22408,-2.0732
2013,5,22,1.76189,1.00989,-0.806346,-2.24553,-1.58723,-0.006448,-2.11643,-2.60859,-2.75181,1.84507,1.3828,-2.55022,-2.227,-2.08628
2013,5,23,0.647886,0.870745,-0.760328,-2.24737,-1.53978,0.054129,-2.06755,-2.56991,-2.72974,1.53435,0.860046,-2.54599,-2.24019,-2.09092
2013,5,24,0.302333,0.409236,-0.726531,-2.24524,-1.49449,0.014275,-2.02462,-2.53969,-2.71717,0.609873,0.426889,-2.53813,-2.24522,-2.09084
2013,5,25,1.10757,0.425241,-0.696885,-2.24956,-1.4499,0.013308,-1.98427,-2.51258,-2.69788,0.691216,0.528063,-2.52999,-2.24937,-2.10061
2013,5,26,2.7767,1.27155,-0.66122,-2.25164,-1.41155,0.202479,-1.94365,-2.48089,-2.67811,2.18757,1.7467,-2.52674,-2.25067,-2.1098
2013,5,27,4.62969,1.80609,-0.628655,-2.25351,-1.37633,0.443385,-1.90355,-2.4491,-2.65672,2.91242,2.87513,-2.52163,-2.25445,-2.1159
2013,5,28,2.06172,1.27989,-0.601173,-2.25269,-1.33806,0.385386,-1.86867,-2.41765,-2.636,1.89369,1.78113,-2.50952,-2.25688,-2.12211
2013,5,29,1.40417,0.795969,-0.586051,-2.26696,-1.30913,0.22926,-1.82947,-2.38975,-2.62119,1.23149,1.09189,-2.50517,-2.2738,-2.11969
2013,5,30,0.821564,0.631231,-0.566445,-2.27193,-1.28167,0.183173,-1.79894,-2.36356,-2.60527,0.980062,0.691894,-2.50222,-2.27367,-2.12213
2013,6,0,0.589555,0.878591,-0.549604,-2.26683,-1.25276,0.248335,-1.76853,-2.33556,-2.59006,1.45514,0.662498,-2.49044,-2.27159,-2.13421
2013,6,1,0.40246,1.3734,-0.525245,-2.26819,-1.22385,0.448168,-1.73655,-2.30812,-2.56607,2.19148,0.95022,-2.48439,-2.2798,-2.13697
2013,6,2,4.0511,2.66314,-0.493609,-2.27362,-1.19746,0.953824,-1.7064,-2.28068,-2.55456,4.17035,3.16079,-2.4711,-2.28396,-2.14131
2013,6,3,2.38418,1.7745,-0.479607,-2.27567,-1.17027,0.782055,-1.675,-2.25882,-2.53191,2.33815,1.89647,-2.47061,-2.28823,-2.14915
2013,6,4,1.3529,0.970998,-0.480272,-2.27485,-1.15,0.413527,-1.64579,-2.23352,-2.51817,1.31121,1.03743,-2.45582,-2.28821,-2.14691
2013,6,5,5.93701,2.52557,-0.438737,-2.27944,-1.12802,1.00363,-1.6217,-2.20951,-2.50014,3.82043,3.51201,-2.44834,-2.29229,-2.15478
2013,6,6,8.16232,3.74128,-0.39042,-2.28649,-1.10233,1.64471,-1.59675,-2.18144,-2.4855,5.38032,5.49123,-2.44494,-2.2931,-2.16193
2013,6,7,10.2875,4.53835,-0.340461,-2.28779,-1.08342,2.14797,-1.57345,-2.16165,-2.47187,6.1202,6.83951,-2.43315,-2.29579,-2.16702
2013,6,8,10.7181,5.52855,-0.270392,-2.29223,-1.06156,2.78605,-1.54798,-2.13531,-2.45292,7.40527,7.94197,-2.42324,-2.2953,-2.16796
2013,6,9,11.1219,5.63354,-0.224118,-2.29352,-1.03791,2.90208,-1.52416,-2.114,-2.44148,7.63477,8.27721,-2.42001,-2.29995,-2.17641
2013,6,10,11.1535,6.01459,-0.124864,-2.29756,-1.02054,3.39119,-1.50662,-2.09246,-2.42475,7.75928,8.64878,-2.40849,-2.30169,-2.17839
2013,6,11,6.15082,5.43603,-0.058989,-2.29913,-0.996797,3.22207,-1.48077,-2.07221,-2.40748,7.01803,6.35252,-2.40383,-2.30325,-2.18215
2013,6,12,4.78731,3.64802,-0.043332,-2.29819,-0.971982,2.35465,-1.46058,-2.04984,-2.3912,4.34687,4.26549,-2.39392,-2.29832,-2.1868
2013,6,13,6.12669,3.73209,0.003819,-2.3028,-0.948477,2.26769,-1.43602,-2.02717,-2.37963,4.76029,5.06888,-2.38375,-2.3034,-2.1877
2013,6,14,3.82188,3.39464,0.040697,-2.30201,-0.925358,2.1378,-1.41799,-2.01124,-2.36464,4.2739,3.88453,-2.37404,-2.30119,-2.19354
2013,6,15,2.50826,2.53921,0.054407,-2.30435,-0.898666,1.77575,-1.39072,-1.98476,-2.34486,2.92758,2.64208,-2.36601,-2.30435,-2.20155
2013,6,16,10.7957,4.21631,0.144927,-2.30604,-0.874797,2.35606,-1.36822,-1.96872,-2.33092,5.77345,7.99081,-2.35565,-2.3033,-2.20026
2013,6,17,12.7365,5.71072,0.54612,-2.31135,-0.851588,3.74353,-1.34787,-1.95087,-2.3195,7.01659,9.72851,-2.34963,-2.30441,-2.20297
2013,6,18,14.929,6.89663,0.97255,-2.31413,-0.828505,4.62291,-1.32518,-1.93439,-2.30416,8.40522,11.8064,-2.34172,-2.3029,-2.20572
2013,6,19,9.90721,6.17429,1.37165,-2.31147,-0.810322,4.60902,-1.30481,-1.91953,-2.29118,7.04175,8.68814,-2.33392,-2.30731,-2.20726
2013,6,20,6.74439,3.96093,1.13075,-2.31762,-0.784916,3.09152,-1.27791,-1.89486,-2.2798,4.42169,5.68146,-2.32687,-2.30153,-2.20747
2013,6,21,7.27783,3.84997,0.921559,-2.31741,-0.761256,2.73503,-1.26491,-1.87417,-2.26072,4.50364,6.06556,-2.31465,-2.30277,-2.21126
2013,6,22,7.72887,4.27224,1.0292,-2.31676,-0.734327,2.99532,-1.24465,-1.86109,-2.25313,5.14246,6.31921,-2.30996,-2.29769,-2.21123
2013,6,23,6.95271,4.43351,1.12181,-2.32605,-0.711261,3.1151,-1.22475,-1.84323,-2.23553,5.49609,6.16488,-2.29895,-2.29977,-2.21784
2013,6,24,9.07182,4.92896,1.28978,-2.32756,-0.689088,3.4599,-1.20535,-1.8264,-2.22517,5.82577,7.68017,-2.29084,-2.29974,-2.22223
2013,6,25,12.0608,6.12832,1.67369,-2.32929,-0.666582,4.19417,-1.18594,-1.80937,-2.21263,7.54819,10.2065,-2.28117,-2.2956,-2.22252
2013,6,26,11.0299,6.75778,2.24409,-2.33016,-0.6425,4.97363,-1.16447,-1.79567,-2.1986,8.0218,9.72957,-2.27302,-2.29572,-2.22334
2013,6,27,7.99957,6.32153,2.26257,-2.3334,-0.620075,4.63861,-1.14903,-1.77425,-2.18257,7.5443,7.91046,-2.26538,-2.28886,-2.2287
2013,6,28,13.3652,6.40453,2.30749,-2.33364,-0.596538,4.61083,-1.1295,-1.76183,-2.17501,7.57656,11.5604,-2.25572,-2.29306,-2.22749
2013,6,29,9.73925,7.21574,2.91199,-2.33403,-0.566837,5.50912,-1.11005,-1.74573,-2.16273,8.18351,9.3329,-2.24824,-2.28942,-2.228
2013,7,0,9.98098,6.25661,2.785,-2.34057,-0.548125,4.83347,-1.09272,-1.73289,-2.1497,7.15747,9.03555,-2.23934,-2.28942,-2.22989
2013,7,1,12.4965,6.68452,2.90898,-2.33664,-0.518935,5.16143,-1.07252,-1.71254,-2.14039,7.61795,10.7256,-2.23181,-2.28442,-2.23196
2013,7,2,7.53573,5.12245,2.84804,-2.3443,-0.490767,4.35465,-1.05662,-1.7007,-2.12879,5.42641,6.6689,-2.22347,-2.28563,-2.23631
2013,7,3,8.33195,5.09761,2.47251,-2.34157,-0.46661,4.002,-1.03742,-1.68576,-2.11047,5.93,7.48829,-2.21315,-2.28491,-2.23595
2013,7,4,8.98786,5.46374,2.66537,-2.34077,-0.44035,4.33611,-1.01748,-1.67046,-2.10645,6.27983,8.12961,-2.2097,-2.28265,-2.23644
2013,7,5,10.1464,6.18356,2.96104,-2.34533,-0.408199,4.82966,-1.00192,-1.65691,-2.09406,7.14135,9.03001,-2.20026,-2.27967,-2.23165
2013,7,6,7.16046,5.34086,3.04795,-2.34744,-0.376606,4.49125,-0.977789,-1.64226,-2.08015,5.80533,6.65592,-2.19144,-2.27042,-2.24164
2013,7,7,10.3729,5.63444,2.84677,-2.34718,-0.350837,4.3807,-0.965365,-1.62456,-2.07255,6.65016,9.03791,-2.18335,-2.27025,-2.23808
2013,7,8,14.4904,7.37833,3.18247,-2.34949,-0.322672,5.3636,-0.944065,-1.61324,-2.05956,8.95888,12.7993,-2.17591,-2.26973,-2.24
2013,7,9,13.8324,7.89377,4.16007,-2.35265,-0.280003,6.36814,-0.928508,-1.60168,-2.04897,8.85766,11.7714,-2.17125,-2.26927,-2.23992
2013,7,10,12.0021,7.59803,4.46349,-2.35682,-0.23651,6.26391,-0.912755,-1.5885,-2.03217,8.41425,10.8935,-2.15859,-2.26116,-2.23558
2013,7,11,11.9503,6.89793,4.28737,-2.35342,-0.192357,5.71716,-0.89023,-1.57458,-2.02338,7.66308,10.6205,-2.14896,-2.26293,-2.24339
2013,7,12,12.6029,7.17205,4.17919,-2.35287,-0.145252,5.75541,-0.873303,-1.55802,-2.0176,8.20182,11.1962,-2.14586,-2.25967,-2.2444
2013,7,13,15.9295,8.78952,4.6265,-2.35903,-0.093406,6.86114,-0.85649,-1.54877,-2.00456,10.0115,14.1615,-2.13937,-2.25758,-2.24123
2013,7,14,14.49,8.79992,5.22471,-2.35782,-0.020169,7.19523,-0.838019,-1.53447,-1.99744,9.66724,12.9541,-2.12942,-2.25475,-2.24036
2013,7,15,17.524,9.57531,5.49187,-2.36062,0.068116,7.55613,-0.815938,-1.51615,-1.98596,10.9605,15.7474,-2.12523,-2.25458,-2.24082
2013,7,16,13.3535,9.32417,6.01715,-2.36138,0.188808,7.89431,-0.793862,-1.51066,-1.97653,10.0999,12.4703,-2.11463,-2.24653,-2.24176
2013,7,17,11.5945,8.20054,5.68192,-2.3599,0.344756,7.0109,-0.77475,-1.49527,-1.96519,8.80688,10.9565,-2.1105,-2.24719,-2.2451
2013,7,18,10.2894,8.08105,5.52442,-2.3575,0.481231,6.9477,-0.750047,-1.47674,-1.95886,8.77253,9.90653,-2.09582,-2.24324,-2.2435
2013,7,19,9.22649,7.0968,5.05728,-2.3627,0.589982,6.15536,-0.730608,-1.47181,-1.94383,7.5858,9.2376,-2.09412,-2.24036,-2.24365
2013,7,20,10.351,7.73519,5.00347,-2.36504,0.646852,6.47047,-0.708647,-1.45781,-1.93382,8.51376,10.2346,-2.08613,-2.23673,-2.24197
2013,7,21,6.73811,7.08645,5.0013,-2.36485,0.732777,6.26705,-0.685253,-1.44346,-1.92544,7.43722,7.17696,-2.07962,-2.23392,-2.24345
2013,7,22,5.14169,6.12574,4.56744,-2.36633,0.788392,5.49872,-0.666306,-1.43192,-1.9169,6.4272,5.69785,-2.07185,-2.23274,-2.23787
2013,7,23,4.96288,5.5012,4.04315,-2.36635,0.781663,4.8682,-0.649325,-1.42471,-1.90477,5.85863,5.44577,-2.06709,-2.22897,-2.23789
2013,7,24,9.35927,5.7742,3.7512,-2.36606,0.738186,4.77849,-0.626461,-1.40655,-1.89791,6.50828,8.73507,-2.05622,-2.22563,-2.23812
2013,7,25,12.4182,6.77684,4.0894,-2.36991,0.737859,5.5022,-0.61047,-1.39718,-1.88942,7.62416,11.2818,-2.0485,-2.22289,-2.24244
2013,7,26,17.0932,8.6732,4.73041,-2.36944,0.836325,6.61483,-0.589564,-1.38543,-1.87997,10.2,15.2824,-2.04357,-2.22078,-2.24093
2013,7,27,14.3928,9.59085,5.86285,-2.36938,1.03892,7.82667,-0.573292,-1.37149,-1.86846,10.6508,13.3138,-2.03511,-2.21441,-2.23982
2013,7,28,17.7617,9.81995,6.31497,-2.36917,1.30062,8.01196,-0.554645,-1.35752,-1.86324,11.08,15.7897,-2.02515,-2.20912,-2.23773
2013,7,29,18.7276,11.0814,7.01553,-2.37379,1.51834,9.05553,-0.541995,-1.34768,-1.85397,12.3504,17.3852,-2.01986,-2.20955,-2.24205
2013,7,30,16.3662,11.253,7.48201,-2.37118,1.77418,9.26323,-0.526854,-1.33533,-1.84465,12.749,15.6982,-2.0139,-2.20639,-2.23879
2013,8,0,12.6965,10.7225,7.62012,-2.37307,2.00274,9.15002,-0.50381,-1.32474,-1.83544,11.6384,12.855,-2.00651,-2.20175,-2.23445
2013,8,1,8.22283,8.5112,7.23071,-2.37621,2.15953,7.87014,-0.485285,-1.31305,-1.82756,8.74057,8.60128,-2.00136,-2.1981,-2.23774
2013,8,2,14.1251,9.19717,6.58152,-2.37528,2.1753,7.70654,-0.459515,-1.29797,-1.8131,10.2516,13.1769,-1.9931,-2.19639,-2.23137
2013,8,3,11.7692,9.50352,6.79881,-2.37402,2.15653,8.22556,-0.440838,-1.29132,-1.80748,10.2258,11.4597,-1.9889,-2.1916,-2.23199
2013,8,4,9.51713,8.76225,6.63165,-2.3757,2.24258,7.76234,-0.40784,-1.27337,-1.79076,9.30629,9.59157,-1.98049,-2.18891,-2.22721
2013,8,5,6.94057,7.55049,6.13366,-2.37118,2.2813,6.89662,-0.375742,-1.26421,-1.79244,7.87791,7.4176,-1.9751,-2.18359,-2.23405
2013,8,6,12.115,8.59708,5.73009,-2.37254,2.22929,7.04188,-0.352302,-1.25634,-1.77595,9.86181,11.6672,-1.97032,-2.18259,-2.23386
2013,8,7,14.3328,9.52886,6.18557,-2.37263,2.19789,7.8164,-0.328369,-1.24343,-1.77334,10.6784,13.6196,-1.95991,-2.18067,-2.23295
2013,8,8,13.8917,9.40825,6.76914,-2.37368,2.32421,8.07698,-0.299384,-1.23395,-1.76273,10.1875,13.0992,-1.95477,-2.17441,-2.22915
2013,8,9,14.8331,9.66123,6.87116,-2.37563,2.50914,8.07857,-0.265018,-1.22007,-1.75464,10.7494,14.0128,-1.94662,-2.17109,-2.2301
2013,8,10,6.39645,7.98181,6.94565,-2.37313,2.66571,7.51595,-0.221849,-1.21317,-1.74971,7.98297,6.95745,-1.93676,-2.16762,-2.22802
2013,8,11,14.9551,9.13719,6.31732,-2.37526,2.73965,7.38136,-0.176386,-1.19546,-1.73537,10.4764,13.682,-1.93289,-2.16444,-2.22554
2013,8,12,13.2813,8.95337,6.70055,-2.37307,2.72496,7.69151,-0.11721,-1.18782,-1.72872,9.64748,12.8725,-1.92749,-2.16223,-2.22417
2013,8,13,16.1672,9.90172,7.07382,-2.37489,2.82001,8.22741,-0.048557,-1.17584,-1.72011,10.9493,15.4906,-1.9188,-2.15722,-2.22638
2013,8,14,15.2234,10.4092,7.50231,-2.37355,2.98144,8.6532,-0.005651,-1.16518,-1.71057,11.6325,14.9065,-1.91155,-2.15333,-2.22192
2013,8,15,15.7259,10.1026,7.83791,-2.37326,3.18271,8.69781,0.060443,-1.15246,-1.70354,11.0238,15.2598,-1.90519,-2.14909,-2.22033
2013,8,16,16.5111,10.1184,7.99665,-2.37579,3.3723,8.7313,0.150415,-1.14337,-1.69493,11.0529,15.9111,-1.89744,-2.14659,-2.2212
2013,8,17,10.5561,9.59,8.10242,-2.37336,3.52878,8.67764,0.240606,-1.13554,-1.68308,9.95592,10.6022,-1.88729,-2.14181,-2.21873
2013,8,18,11.8849,8.68837,7.28325,-2.37075,3.63492,7.61381,0.342954,-1.11836,-1.67348,9.5054,11.639,-1.88729,-2.135,-2.21323
2013,8,19,11.73,8.272,7.16025,-2.37341,3.56936,7.54473,0.43163,-1.10592,-1.67167,8.65744,11.1618,-1.87999,-2.13618,-2.21794
2013,8,20,17.2558,9.87103,7.21966,-2.37152,3.52287,8.20549,0.502022,-1.0952,-1.66307,11.1832,15.8301,-1.87461,-2.13591,-2.21494
2013,8,21,10.6225,9.25289,7.53584,-2.37856,3.55319,8.37809,0.571794,-1.07471,-1.65124,9.58937,10.3764,-1.87159,-2.12934,-2.20855
2013,8,22,12.6041,8.53652,7.02759,-2.37423,3.62329,7.58901,0.648982,-1.07409,-1.64647,9.11722,11.7164,-1.85815,-2.12239,-2.21296
2013,8,23,12.1957,8.74652,7.04791,-2.37555,3.60592,7.74572,0.725393,-1.06082,-1.63308,9.36548,11.5602,-1.85652,-2.12,-2.20404
2013,8,24,12.0745,8.28745,6.89947,-2.37526,3.59648,7.43324,0.782814,-1.04671,-1.62511,8.71277,11.4466,-1.84735,-2.1171,-2.20776
2013,8,25,7.84558,8.19864,6.81698,-2.37552,3.57761,7.36046,0.837303,-1.03076,-1.62013,8.66513,8.34962,-1.84211,-2.11232,-2.20718
2013,8,26,6.27589,7.1288,6.38341,-2.37486,3.56262,6.5063,0.878022,-1.0183,-1.61056,7.65302,6.96696,-1.83738,-2.10743,-2.20675
2013,8,27,7.18673,6.13005,5.8851,-2.37366,3.45689,5.7638,0.919742,-1.00808,-1.60202,6.32843,7.42594,-1.83244,-2.10667,-2.1998
2013,8,28,9.15112,5.97748,5.61735,-2.3706,3.29265,5.48742,0.936334,-0.990749,-1.59334,6.34363,8.65159,-1.82393,-2.10546,-2.20502
2013,8,29,7.05494,6.51682,5.55475,-2.37265,3.15636,5.87289,0.933046,-0.982282,-1.5842,6.73315,7.12729,-1.81451,-2.09731,-2.19914
2013,8,30,5.40206,5.12967,5.10862,-2.37516,3.05913,4.94519,0.931569,-0.963759,-1.57948,5.10024,5.37209,-1.81225,-2.09486,-2.19823
2013,9,0,7.63008,5.16203,4.76713,-2.36746,2.91733,4.77357,0.925164,-0.957886,-1.56525,5.38002,7.03778,-1.79973,-2.08854,-2.20028
2013,9,1,11.4497,5.78623,4.69849,-2.36762,2.77389,4.95518,0.902493,-0.943934,-1.56153,6.50333,10.5548,-1.79541,-2.08204,-2.19501
2013,9,2,9.72715,5.86263,5.04355,-2.36736,2.69273,5.22786,0.87359,-0.926577,-1.54563,6.28073,8.90701,-1.79469,-2.08355,-2.18818
2013,9,3,10.9744,7.30721,5.27912,-2.36673,2.70709,6.03204,0.864065,-0.919878,-1.53937,8.18594,10.5226,-1.78579,-2.07954,-2.19151
2013,9,4,5.94338,6.01876,5.32178,-2.37155,2.77606,5.66881,0.875888,-0.910755,-1.53687,6.07316,6.03701,-1.7802,-2.07807,-2.19165
2013,9,5,5.90808,5.14083,4.81703,-2.36973,2.81766,4.93917,0.905451,-0.896882,-1.5304,5.14862,5.68051,-1.77194,-2.07384,-2.18748
2013,9,6,4.82039,4.79521,4.40879,-2.36873,2.73798,4.60998,0.92779,-0.889402,-1.51987,4.76071,4.69446,-1.76869,-2.06535,-2.1879
2013,9,7,2.89278,4.46957,4.00637,-2.36662,2.61566,4.2254,0.925327,-0.87931,-1.50827,4.57687,3.68909,-1.76124,-2.06555,-2.17957
2013,9,8,2.11541,4.09091,3.68948,-2.36964,2.465,3.94465,0.897073,-0.870156,-1.4993,4.07982,2.75184,-1.75562,-2.06179,-2.17939
2013,9,9,2.63495,3.08452,3.23873,-2.3687,2.30608,3.23933,0.851258,-0.857625,-1.4942,2.7461,2.38191,-1.75199,-2.05941,-2.18078
2013,9,10,2.319,3.00053,2.83944,-2.36878,2.1177,2.92436,0.803491,-0.851003,-1.48464,3.02037,2.57351,-1.74038,-2.04873,-2.17606
2013,9,11,5.15282,3.32446,2.6851,-2.36905,1.92351,2.98618,0.741305,-0.845923,-1.4765,3.47111,4.61355,-1.73494,-2.04739,-2.17452
2013,9,12,2.96551,3.34843,2.8583,-2.36609,1.79732,3.12887,0.674885,-0.831606,-1.47263,3.32962,3.10069,-1.73273,-2.04392,-2.17365
2013,9,13,4.92356,2.57674,2.65909,-2.36651,1.73726,2.58348,0.633081,-0.826394,-1.46407,2.52891,4.02822,-1.72419,-2.04115,-2.17073
2013,9,14,7.67044,3.98042,2.75025,-2.36699,1.6498,3.27004,0.598501,-0.81982,-1.45011,4.50417,6.84477,-1.71353,-2.04121,-2.17007
2013,9,15,2.76979,3.42922,2.98664,-2.36037,1.62567,3.28573,0.569336,-0.813665,-1.44894,3.31757,2.83013,-1.71708,-2.02648,-2.17189
2013,9,16,3.42615,2.7474,2.57335,-2.35758,1.63691,2.6175,0.5618,-0.802207,-1.44195,2.82427,3.23302,-1.70603,-2.02304,-2.16933
2013,9,17,2.72605,2.21955,2.33358,-2.35714,1.56009,2.29597,0.551315,-0.793279,-1.42975,2.01984,2.3616,-1.69714,-2.02231,-2.16384
2013,9,18,1.59888,1.96219,2.01986,-2.36274,1.46105,1.9849,0.527895,-0.787464,-1.42223,1.84081,1.63372,-1.69401,-2.02094,-2.16284
2013,9,19,3.89906,2.76078,1.9212,-2.35722,1.3405,2.28345,0.496946,-0.778745,-1.4209,3.17244,3.75834,-1.68282,-2.0176,-2.16117
2013,9,20,2.50806,2.31485,2.0321,-2.35586,1.25514,2.20882,0.453233,-0.771196,-1.40799,2.32747,2.41135,-1.67572,-2.01182,-2.15583
2013,9,21,2.08723,2.34889,1.96128,-2.35532,1.21841,2.17956,0.418699,-0.757292,-1.40274,2.38441,2.15388,-1.66624,-2.012,-2.14963
2013,9,22,4.22771,2.32449,1.86604,-2.35747,1.17297,2.06644,0.400862,-0.757844,-1.39428,2.45599,3.46022,-1.66536,-2.00693,-2.15349
2013,9,23,3.88802,1.91905,1.88592,-2.36009,1.13561,1.81929,0.378285,-0.74995,-1.38908,1.99173,3.29989,-1.66009,-2.00422,-2.15389
2013,9,24,8.58882,3.29723,2.09342,-2.35898,1.10896,2.55087,0.363725,-0.7436,-1.38212,3.94467,7.20709,-1.654,-1.99947,-2.15204
2013,9,25,11.4622,4.13441,2.67139,-2.3595,1.15915,3.23817,0.349822,-0.739995,-1.37712,4.85239,9.628,-1.64516,-1.99679,-2.15114
2013,9,26,11.7282,5.40982,3.48546,-2.35668,1.31447,4.28981,0.366344,-0.733141,-1.37389,6.17981,10.1537,-1.63837,-1.99478,-2.14967
2013,9,27,11.3143,5.78384,4.10906,-2.3522,1.57895,4.73705,0.424919,-0.725266,-1.36707,6.62134,10.1509,-1.63028,-1.98824,-2.14323
2013,9,28,14.8319,7.62008,4.92779,-2.35792,1.87252,6.13816,0.51545,-0.718847,-1.35778,8.65864,13.09,-1.62826,-1.98178,-2.14223
2013,9,29,8.41073,6.3745,5.26617,-2.35303,2.21886,5.83843,0.632757,-0.716899,-1.34946,6.55627,7.88676,-1.62697,-1.98001,-2.14287
2013,10,0,11.1073,6.42749,5.05694,-2.3526,2.47316,5.60474,0.767066,-0.706502,-1.34154,7.04444,9.95483,-1.6186,-1.97145,-2.13847
2013,10,1,9.37294,6.04395,5.11339,-2.34902,2.60498,5.4958,0.874247,-0.70345,-1.33926,6.32313,8.49798,-1.61394,-1.97171,-2.13825
2013,10,2,4.30167,5.09874,4.96816,-2.34897,2.71511,4.97725,0.958185,-0.687073,-1.33333,5.02309,4.63328,-1.61386,-1.97521,-2.13188
2013,10,3,4.2567,4.63951,4.36406,-2.35345,2.72863,4.40807,1.01834,-0.687496,-1.32817,4.74721,4.52408,-1.60432,-1.96451,-2.13236
2013,10,4,3.53991,4.28281,3.98231,-2.35436,2.62683,4.10248,1.03774,-0.685741,-1.32097,4.33699,3.87096,-1.59976,-1.95842,-2.13045
2013,10,5,2.71594,4.04817,3.66513,-2.3496,2.50081,3.86822,1.03231,-0.679192,-1.31588,4.05935,3.27515,-1.59332,-1.95738,-2.12365
2013,10,6,5.41626,3.70931,3.41957,-2.34776,2.35931,3.52246,0.995983,-0.678022,-1.31222,3.85346,4.95322,-1.58393,-1.95613,-2.12271
2013,10,7,4.03511,3.83468,3.45269,-2.34217,2.24042,3.68775,0.950954,-0.67643,-1.30759,3.78343,3.91123,-1.58042,-1.95174,-2.12633
2013,10,8,0.365505,2.13073,2.93372,-2.34997,2.15853,2.58289,0.91235,-0.673033,-1.29391,1.6149,0.533367,-1.57799,-1.93842,-2.11853
2013,10,9,0.365669,1.14746,2.13779,-2.34744,1.97092,1.63293,0.864886,-0.668548,-1.29286,0.695796,0.409326,-1.57133,-1.93923,-2.11934
2013,10,10,-1.50281,0.946622,1.58047,-2.34193,1.69727,1.22941,0.800867,-0.662601,-1.28367,0.695167,-0.686229,-1.56637,-1.9336,-2.11335
2013,10,11,1.85551,0.441686,1.22042,-2.34265,1.42164,0.816097,0.696532,-0.654135,-1.27545,0.125623,1.22386,-1.55733,-1.93443,-2.11471
2013,10,12,7.90777,0.915057,1.03579,-2.34123,1.17184,0.792581,0.586707,-0.652396,-1.27279,1.13,5.91627,-1.55447,-1.92841,-2.11088
2013,10,13,5.95211,2.17513,1.61704,-2.34141,1.00618,1.6667,0.475336,-0.648983,-1.2674,2.55565,5.13138,-1.55018,-1.92501,-2.10855
2013,10,14,2.52923,1.66737,1.80081,-2.33267,1.01226,1.57322,0.405444,-0.64796,-1.2669,1.64328,2.34536,-1.54487,-1.9204,-2.10053
2013,10,15,2.30187,1.10423,1.55929,-2.34225,1.0139,1.18088,0.371577,-0.644563,-1.26265,1.00941,2.10093,-1.53866,-1.91382,-2.10132
2013,10,16,2.13128,0.508985,1.31646,-2.33724,0.958185,0.73962,0.354565,-0.634813,-1.25197,0.311348,1.47879,-1.5336,-1.91474,-2.1006
2013,10,17,3.62801,0.952081,1.17627,-2.33355,0.868666,0.756144,0.326923,-0.631255,-1.24829,1.17613,3.02075,-1.52919,-1.90821,-2.09943
2013,10,18,4.26057,1.82043,1.43335,-2.33796,0.797254,1.39464,0.294056,-0.630101,-1.2438,2.1364,3.68711,-1.52542,-1.90518,-2.09878
